customer_id,signup_date,region,company_size,industry,acquisition_channel,churn_x,churn_y,churn
CUST_00875,2024-03-18,West India,Small,Tech,Organic,0,0,0
CUST_00876,2024-08-03,South India,Large,Healthcare,Referral,1,0,0
CUST_00877,2025-01-20,South India,Small,Finance,Paid Ads,0,0,0
CUST_00878,2024-12-30,West India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00879,2025-10-27,North India,Medium,Finance,Paid Ads,1,0,1
CUST_00880,2025-06-09,North India,Small,Retail,Organic,1,0,0
CUST_00881,2025-11-29,North India,Medium,Healthcare,Referral,1,1,1
CUST_00882,2024-11-07,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00883,2024-01-07,South India,Medium,Healthcare,Referral,0,0,0
CUST_00884,2024-01-03,North India,Small,Healthcare,Referral,0,0,0
CUST_00885,2025-09-14,International,Large,Retail,Organic,0,1,0
CUST_00886,2024-12-28,North India,Small,Tech,Paid Ads,1,0,0
CUST_00887,2025-05-22,South India,Medium,Retail,Paid Ads,1,1,0
CUST_00888,2024-09-30,West India,Small,Tech,Referral,1,1,0
CUST_00889,2025-05-20,South India,Small,Tech,Paid Ads,0,0,0
CUST_00890,2024-01-15,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00891,2024-07-10,West India,Small,Retail,Referral,0,0,0
CUST_00892,2025-09-22,South India,Small,Finance,Referral,1,0,0
CUST_00893,2025-04-29,International,Large,Finance,Referral,1,0,0
CUST_00894,2024-01-28,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00895,2025-12-14,West India,Medium,Finance,Organic,0,1,0
CUST_00896,2024-02-08,North India,Small,Tech,Referral,1,1,1
CUST_00897,2024-09-29,South India,Large,Retail,Paid Ads,1,0,1
CUST_00898,2024-08-18,North India,Large,Tech,Organic,0,0,0
CUST_00899,2024-03-26,International,Small,Healthcare,Referral,0,0,0
CUST_00900,2025-04-18,West India,Small,Retail,Paid Ads,1,0,1
CUST_00901,2024-05-05,North India,Medium,Finance,Organic,1,1,1
CUST_00902,2025-06-20,International,Small,Finance,Organic,1,0,0
CUST_00903,2024-05-24,South India,Large,Tech,Referral,0,0,0
CUST_00904,2025-06-08,South India,Small,Healthcare,Referral,0,0,0
CUST_00905,2024-07-30,South India,Small,Finance,Organic,0,0,0
CUST_00906,2024-01-25,West India,Medium,Finance,Paid Ads,0,0,0
CUST_00907,2025-08-02,West India,Small,Healthcare,Organic,1,0,0
CUST_00908,2025-01-28,North India,Small,Tech,Referral,0,1,0
CUST_00909,2024-03-07,International,Small,Tech,Paid Ads,0,0,0
CUST_00910,2024-08-20,North India,Medium,Healthcare,Organic,0,0,0
CUST_00911,2024-04-18,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00912,2024-05-25,South India,Medium,Tech,Paid Ads,0,0,0
CUST_00913,2024-04-20,International,Small,Retail,Paid Ads,0,0,0
CUST_00914,2024-08-15,South India,Medium,Tech,Paid Ads,1,0,0
CUST_00915,2024-04-20,North India,Small,Retail,Paid Ads,1,0,1
CUST_00916,2025-04-14,South India,Small,Retail,Organic,1,1,0
CUST_00917,2024-02-03,South India,Medium,Retail,Referral,1,0,0
CUST_00918,2025-09-14,North India,Small,Tech,Organic,1,0,1
CUST_00919,2025-01-03,South India,Medium,Healthcare,Paid Ads,0,0,0
CUST_00920,2025-08-17,International,Small,Retail,Organic,0,0,0
CUST_00921,2025-07-07,North India,Medium,Healthcare,Organic,1,0,1
CUST_00922,2025-02-28,North India,Medium,Healthcare,Paid Ads,1,0,0
CUST_00923,2025-09-04,West India,Medium,Finance,Paid Ads,1,1,1
CUST_00924,2025-06-01,North India,Large,Healthcare,Paid Ads,0,0,0
CUST_00925,2025-11-22,International,Small,Tech,Paid Ads,1,1,0
CUST_00926,2024-10-08,South India,Large,Tech,Paid Ads,0,0,0
CUST_00927,2024-11-15,South India,Small,Retail,Paid Ads,0,0,0
CUST_00928,2025-03-18,South India,Small,Tech,Referral,1,1,0
CUST_00929,2024-11-10,West India,Small,Retail,Organic,1,1,0
CUST_00930,2025-01-11,International,Medium,Tech,Organic,1,0,1
CUST_00931,2024-10-15,South India,Medium,Retail,Referral,1,1,0
CUST_00932,2025-03-12,North India,Small,Tech,Organic,0,0,0
CUST_00933,2025-10-23,South India,Medium,Tech,Paid Ads,1,1,1
CUST_00934,2024-10-03,South India,Large,Retail,Organic,0,0,0
CUST_00935,2025-12-10,North India,Medium,Healthcare,Referral,1,0,0
CUST_00936,2025-08-04,South India,Small,Finance,Organic,0,1,0
CUST_00937,2025-05-17,North India,Small,Tech,Paid Ads,1,0,0
CUST_00938,2025-09-15,North India,Small,Healthcare,Organic,1,0,1
CUST_00939,2025-05-30,West India,Small,Finance,Paid Ads,1,1,0
CUST_00940,2024-12-15,North India,Small,Finance,Paid Ads,0,0,0
CUST_00941,2025-03-21,North India,Small,Tech,Referral,1,0,0
CUST_00942,2024-12-15,North India,Large,Healthcare,Organic,0,0,0
CUST_00943,2025-08-29,South India,Medium,Tech,Organic,0,0,0
CUST_00944,2025-10-25,West India,Large,Retail,Organic,1,0,0
CUST_00945,2024-05-16,South India,Large,Retail,Organic,0,0,0
CUST_00946,2024-08-30,South India,Medium,Finance,Organic,1,0,1
CUST_00947,2025-06-26,North India,Small,Retail,Organic,0,0,0
CUST_00948,2024-02-09,West India,Medium,Healthcare,Organic,1,0,0
CUST_00949,2024-08-16,South India,Small,Retail,Organic,1,0,0
CUST_00950,2025-07-01,South India,Small,Retail,Organic,1,0,0
CUST_00951,2024-08-10,South India,Small,Healthcare,Organic,1,0,0
CUST_00952,2024-01-06,South India,Small,Healthcare,Referral,0,0,0
CUST_00953,2024-11-17,North India,Medium,Retail,Organic,0,0,0
CUST_00954,2025-04-12,South India,Large,Healthcare,Referral,0,0,0
CUST_00955,2024-03-15,West India,Small,Tech,Organic,1,0,1
CUST_00956,2024-01-04,West India,Small,Retail,Organic,0,0,0
CUST_00957,2025-10-07,North India,Small,Finance,Organic,1,0,0
CUST_00958,2024-04-27,North India,Medium,Healthcare,Referral,0,0,0
CUST_00959,2025-08-28,South India,Small,Healthcare,Referral,1,0,0
CUST_00960,2025-05-18,South India,Large,Tech,Organic,0,0,0
CUST_00961,2025-07-27,North India,Small,Tech,Organic,1,1,0
CUST_00962,2025-03-16,South India,Large,Finance,Referral,1,0,0
CUST_00963,2024-07-12,North India,Small,Tech,Referral,1,1,0
CUST_00964,2025-12-15,South India,Small,Tech,Paid Ads,1,0,1
CUST_00965,2025-01-26,South India,Small,Finance,Referral,0,0,0
CUST_00966,2024-01-26,South India,Medium,Retail,Referral,0,0,0
CUST_00967,2025-03-10,South India,Small,Tech,Paid Ads,0,0,0
CUST_00968,2024-06-21,International,Large,Retail,Organic,1,1,0
CUST_00969,2024-10-26,South India,Small,Finance,Organic,1,0,1
CUST_00970,2025-10-06,West India,Medium,Tech,Paid Ads,1,0,0
CUST_00971,2024-11-21,North India,Small,Healthcare,Organic,0,0,0
CUST_00972,2025-02-13,West India,Small,Retail,Organic,1,1,0
CUST_00973,2024-04-27,North India,Small,Finance,Organic,1,0,1
CUST_00974,2025-12-24,International,Large,Healthcare,Paid Ads,1,0,0
CUST_00975,2024-08-12,South India,Small,Tech,Paid Ads,0,0,0
CUST_00976,2025-06-15,North India,Small,Tech,Organic,1,0,1
CUST_00977,2024-04-22,South India,Small,Retail,Referral,0,0,0
CUST_00978,2024-05-19,North India,Medium,Tech,Organic,0,0,0
CUST_00979,2025-07-12,North India,Small,Healthcare,Referral,0,0,0
CUST_00980,2024-01-01,North India,Medium,Retail,Paid Ads,0,0,0
CUST_00981,2024-03-30,South India,Small,Retail,Organic,0,0,0
CUST_00982,2025-10-15,South India,Small,Tech,Referral,0,0,0
CUST_00983,2024-11-15,North India,Small,Finance,Organic,1,1,0
CUST_00984,2025-07-03,North India,Small,Healthcare,Organic,0,0,0
CUST_00985,2024-05-18,South India,Small,Tech,Organic,1,0,0
CUST_00986,2025-05-25,International,Small,Finance,Paid Ads,0,0,0
CUST_00987,2024-09-15,International,Small,Retail,Referral,1,0,0
CUST_00988,2025-11-03,West India,Medium,Retail,Referral,1,1,1
CUST_00989,2025-11-20,West India,Small,Tech,Paid Ads,1,0,0
CUST_00990,2024-01-10,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_00991,2024-09-17,International,Medium,Tech,Paid Ads,0,0,0
CUST_00992,2025-10-11,North India,Small,Tech,Organic,1,1,1
CUST_00993,2024-06-20,South India,Small,Retail,Organic,1,0,0
CUST_00994,2024-01-13,West India,Medium,Healthcare,Referral,1,1,1
CUST_00995,2024-06-16,South India,Small,Tech,Referral,1,0,1
CUST_00996,2025-10-03,North India,Small,Finance,Referral,0,0,0
CUST_00997,2025-08-18,South India,Small,Finance,Referral,0,0,0
CUST_00998,2024-11-16,North India,Small,Healthcare,Organic,1,0,0
CUST_00999,2024-11-14,North India,Large,Retail,Organic,0,0,1
CUST_01000,2025-09-04,North India,Small,Retail,Referral,0,1,0
CUST_01001,2024-11-24,South India,Medium,Healthcare,Paid Ads,0,0,0
CUST_01002,2025-07-03,North India,Medium,Tech,Organic,0,0,0
CUST_01003,2025-02-22,North India,Medium,Tech,Referral,1,0,1
CUST_01004,2025-08-28,South India,Medium,Finance,Organic,0,1,0
CUST_01005,2024-04-04,International,Small,Finance,Paid Ads,0,1,0
CUST_01006,2025-08-03,North India,Small,Healthcare,Referral,1,1,0
CUST_01007,2024-11-13,West India,Large,Retail,Referral,0,0,0
CUST_01008,2024-08-23,South India,Medium,Healthcare,Paid Ads,1,1,0
CUST_01009,2024-11-29,South India,Small,Tech,Organic,1,0,1
CUST_01010,2025-01-10,South India,Small,Tech,Organic,0,0,0
CUST_01011,2025-04-03,North India,Small,Healthcare,Organic,0,0,0
CUST_01012,2024-05-16,South India,Large,Tech,Paid Ads,1,0,0
CUST_01013,2025-08-10,North India,Medium,Tech,Organic,0,0,0
CUST_01014,2025-06-30,South India,Medium,Finance,Paid Ads,0,0,0
CUST_01015,2025-05-27,South India,Small,Tech,Paid Ads,0,0,0
CUST_01016,2024-10-22,North India,Small,Finance,Organic,1,0,0
CUST_01017,2024-11-15,International,Small,Retail,Referral,0,0,1
CUST_01018,2025-07-25,South India,Small,Healthcare,Organic,0,0,0
CUST_01019,2024-12-14,West India,Small,Tech,Referral,1,0,1
CUST_01020,2024-08-16,West India,Small,Finance,Organic,0,0,0
CUST_01021,2024-09-26,North India,Small,Finance,Referral,0,1,0
CUST_01022,2024-10-17,West India,Medium,Healthcare,Paid Ads,0,0,0
CUST_01023,2025-12-25,International,Small,Finance,Paid Ads,1,0,0
CUST_01024,2024-06-13,South India,Small,Tech,Paid Ads,0,0,0
CUST_01025,2024-01-05,North India,Medium,Finance,Referral,0,0,0
CUST_01026,2025-01-13,North India,Small,Finance,Paid Ads,0,0,0
CUST_01027,2024-03-18,North India,Small,Retail,Organic,0,1,0
CUST_01028,2025-02-13,South India,Large,Tech,Organic,0,1,1
CUST_01029,2025-07-27,International,Medium,Healthcare,Organic,0,0,0
CUST_01030,2024-05-11,West India,Medium,Finance,Paid Ads,1,0,0
CUST_01031,2025-08-23,South India,Small,Finance,Paid Ads,1,1,0
CUST_01032,2024-02-11,South India,Large,Tech,Organic,1,0,0
CUST_01033,2024-03-29,International,Small,Tech,Organic,0,0,0
CUST_01034,2025-02-05,South India,Large,Finance,Paid Ads,0,0,0
CUST_01035,2024-10-22,North India,Large,Tech,Organic,1,0,0
CUST_01036,2024-10-21,South India,Medium,Healthcare,Referral,1,0,1
CUST_01037,2025-09-07,South India,Medium,Tech,Referral,1,1,0
CUST_01038,2025-06-09,South India,Medium,Healthcare,Referral,0,0,0
CUST_01039,2025-11-21,South India,Small,Healthcare,Organic,1,1,0
CUST_01040,2025-09-28,South India,Medium,Tech,Paid Ads,1,0,0
CUST_01041,2025-02-25,North India,Large,Healthcare,Organic,0,0,1
CUST_01042,2024-01-23,North India,Small,Tech,Organic,0,1,0
CUST_01043,2025-07-28,South India,Large,Tech,Paid Ads,1,0,0
CUST_01044,2024-05-22,West India,Medium,Finance,Paid Ads,0,0,0
CUST_01045,2025-10-26,North India,Medium,Finance,Paid Ads,0,0,0
CUST_01046,2024-05-24,North India,Small,Retail,Organic,1,0,0
CUST_01047,2024-08-12,North India,Small,Retail,Paid Ads,1,0,0
CUST_01048,2025-05-17,North India,Large,Tech,Organic,0,0,0
CUST_01049,2025-09-07,International,Small,Healthcare,Paid Ads,1,1,1
CUST_01050,2024-04-13,North India,Medium,Tech,Paid Ads,1,0,0
CUST_01051,2024-02-08,South India,Medium,Finance,Referral,1,0,0
CUST_01052,2024-07-16,West India,Small,Retail,Paid Ads,1,0,0
CUST_01053,2025-10-07,South India,Medium,Tech,Referral,1,0,1
CUST_01054,2025-08-01,South India,Small,Healthcare,Paid Ads,1,0,1
CUST_01055,2025-01-25,North India,Small,Healthcare,Paid Ads,0,0,0
CUST_01056,2024-06-27,West India,Small,Tech,Referral,0,0,0
CUST_01057,2025-07-07,South India,Medium,Retail,Paid Ads,0,1,0
CUST_01058,2025-03-23,West India,Large,Retail,Paid Ads,1,0,0
CUST_01059,2025-05-14,South India,Small,Tech,Referral,0,0,0
CUST_01060,2024-01-15,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_01061,2025-09-14,International,Small,Retail,Organic,1,0,0
CUST_01062,2025-10-30,North India,Small,Retail,Organic,1,1,0
CUST_01063,2024-10-15,West India,Small,Retail,Organic,0,0,0
CUST_01064,2025-04-22,West India,Large,Finance,Referral,0,0,0
CUST_01065,2024-08-18,International,Large,Tech,Referral,0,0,0
CUST_01066,2025-02-23,South India,Small,Retail,Paid Ads,0,0,1
CUST_01067,2024-06-05,South India,Medium,Retail,Organic,1,1,0
CUST_01068,2025-07-03,West India,Medium,Tech,Paid Ads,0,0,0
CUST_01069,2025-03-16,North India,Large,Finance,Referral,0,0,0
CUST_01070,2024-04-06,North India,Small,Healthcare,Organic,0,0,0
CUST_01071,2025-02-14,South India,Medium,Healthcare,Organic,0,0,0
CUST_01072,2024-10-15,South India,Large,Tech,Paid Ads,0,0,0
CUST_01073,2024-09-10,North India,Large,Retail,Paid Ads,0,0,0
CUST_01074,2024-07-14,South India,Medium,Retail,Paid Ads,0,0,0
CUST_01075,2025-08-20,South India,Small,Healthcare,Referral,1,1,1
CUST_01076,2025-06-05,South India,Medium,Healthcare,Referral,1,0,1
CUST_01077,2025-05-31,South India,Small,Tech,Paid Ads,0,0,0
CUST_01078,2025-09-26,West India,Small,Finance,Referral,1,0,1
CUST_01079,2024-04-27,West India,Small,Tech,Paid Ads,0,0,0
CUST_01080,2024-06-07,South India,Small,Tech,Paid Ads,1,1,1
CUST_01081,2024-08-15,South India,Small,Tech,Referral,0,0,0
CUST_01082,2024-08-03,North India,Small,Finance,Paid Ads,1,1,0
CUST_01083,2025-11-26,South India,Small,Tech,Paid Ads,0,0,0
CUST_01084,2024-01-15,West India,Small,Tech,Paid Ads,0,1,0
CUST_01085,2024-06-05,West India,Small,Tech,Organic,1,0,1
CUST_01086,2025-10-09,West India,Medium,Retail,Organic,0,0,0
CUST_01087,2024-09-17,North India,Medium,Finance,Referral,0,0,0
CUST_01088,2024-06-05,South India,Medium,Retail,Organic,1,0,0
CUST_01089,2024-02-16,North India,Small,Retail,Referral,0,0,0
CUST_01090,2024-11-19,South India,Medium,Healthcare,Paid Ads,1,1,1
CUST_01091,2025-11-15,South India,Large,Tech,Organic,1,0,1
CUST_01092,2024-05-09,South India,Small,Retail,Paid Ads,1,0,0
CUST_01093,2025-02-14,North India,Small,Tech,Organic,1,0,1
CUST_01094,2024-04-04,South India,Medium,Tech,Organic,1,0,0
CUST_01095,2025-09-18,South India,Medium,Tech,Referral,1,1,1
CUST_01096,2024-10-18,North India,Small,Retail,Organic,0,0,0
CUST_01097,2024-10-09,International,Large,Healthcare,Organic,0,0,0
CUST_01098,2024-03-09,South India,Small,Finance,Paid Ads,0,1,0
CUST_01099,2025-10-21,North India,Medium,Healthcare,Organic,1,0,1
CUST_01100,2024-01-11,South India,Small,Tech,Paid Ads,0,0,0
CUST_01101,2024-09-10,International,Small,Healthcare,Organic,1,0,1
CUST_01102,2025-07-03,South India,Small,Healthcare,Organic,1,0,1
CUST_01103,2024-05-13,West India,Small,Healthcare,Paid Ads,0,0,0
CUST_01104,2025-12-12,South India,Large,Finance,Organic,0,1,0
CUST_01105,2024-01-23,West India,Medium,Healthcare,Organic,1,0,0
CUST_01106,2024-12-11,South India,Medium,Finance,Paid Ads,0,0,0
CUST_01107,2024-10-28,South India,Large,Retail,Organic,1,1,0
CUST_01108,2024-12-28,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_01109,2025-01-30,South India,Small,Tech,Organic,0,0,0
CUST_01110,2024-08-05,West India,Large,Retail,Referral,0,0,0
CUST_01111,2024-05-20,North India,Medium,Finance,Paid Ads,1,1,0
CUST_01112,2025-09-07,North India,Medium,Finance,Referral,0,0,0
CUST_01113,2024-07-28,International,Small,Healthcare,Paid Ads,0,0,0
CUST_01114,2025-09-14,North India,Medium,Finance,Organic,0,1,1
CUST_01115,2025-09-07,International,Medium,Healthcare,Organic,1,1,0
CUST_01116,2025-11-13,South India,Medium,Tech,Referral,1,0,0
CUST_01117,2025-04-04,International,Large,Tech,Paid Ads,0,0,0
CUST_01118,2024-12-21,South India,Medium,Retail,Organic,1,0,0
CUST_01119,2024-11-19,North India,Medium,Finance,Paid Ads,1,1,0
CUST_01120,2024-05-12,North India,Small,Tech,Organic,1,0,0
CUST_01121,2024-05-06,North India,Small,Finance,Paid Ads,0,0,0
CUST_01122,2024-04-15,North India,Medium,Tech,Referral,1,0,0
CUST_01123,2025-08-26,South India,Small,Retail,Organic,1,0,1
CUST_01124,2025-01-12,International,Large,Healthcare,Organic,0,0,0
CUST_01125,2024-02-20,International,Medium,Healthcare,Paid Ads,0,0,0
CUST_01126,2024-01-29,International,Large,Finance,Paid Ads,1,0,0
CUST_01127,2025-04-06,International,Small,Tech,Organic,1,1,1
CUST_01128,2024-10-22,West India,Large,Retail,Organic,0,0,0
CUST_01129,2024-10-23,International,Medium,Retail,Organic,0,0,0
CUST_01130,2025-12-26,West India,Medium,Healthcare,Referral,1,0,1
CUST_01131,2025-02-10,North India,Small,Tech,Organic,1,0,0
CUST_01132,2025-09-04,West India,Medium,Retail,Referral,1,0,1
CUST_01133,2025-02-08,International,Medium,Tech,Organic,1,1,0
CUST_01134,2024-12-11,West India,Small,Finance,Organic,1,1,0
CUST_01135,2025-09-13,North India,Small,Retail,Paid Ads,1,1,0
CUST_01136,2025-02-23,South India,Large,Finance,Paid Ads,0,0,0
CUST_01137,2024-06-30,West India,Small,Healthcare,Paid Ads,0,0,0
CUST_01138,2024-01-01,International,Small,Healthcare,Paid Ads,0,0,0
CUST_01139,2025-07-20,South India,Small,Tech,Referral,1,0,0
CUST_01140,2025-01-05,South India,Large,Finance,Referral,0,0,0
CUST_01141,2025-10-22,South India,Medium,Healthcare,Organic,0,0,0
CUST_01142,2025-03-06,North India,Small,Healthcare,Paid Ads,1,1,1
CUST_01143,2024-11-04,South India,Small,Retail,Paid Ads,1,0,0
CUST_01144,2024-05-16,North India,Medium,Retail,Referral,1,0,0
CUST_01145,2024-07-20,International,Small,Retail,Referral,0,0,1
CUST_01146,2025-03-11,North India,Small,Retail,Organic,1,0,0
CUST_01147,2024-11-08,South India,Small,Tech,Paid Ads,1,0,0
CUST_01148,2024-04-26,International,Small,Finance,Organic,1,0,0
CUST_01149,2025-10-27,North India,Medium,Tech,Organic,0,0,0
CUST_01150,2025-07-28,South India,Medium,Retail,Organic,0,0,0
CUST_01151,2024-08-31,North India,Medium,Finance,Paid Ads,1,0,1
CUST_01152,2025-06-20,North India,Small,Healthcare,Organic,0,0,1
CUST_01153,2025-08-24,West India,Small,Retail,Paid Ads,0,0,0
CUST_01154,2024-03-15,International,Small,Finance,Referral,0,0,0
CUST_01155,2025-01-20,South India,Small,Finance,Paid Ads,1,0,0
CUST_01156,2024-07-28,South India,Small,Retail,Paid Ads,1,0,0
CUST_01157,2025-04-19,South India,Medium,Tech,Paid Ads,1,1,1
CUST_01158,2025-02-21,West India,Small,Retail,Paid Ads,0,0,0
CUST_01159,2024-12-12,West India,Medium,Finance,Referral,1,0,1
CUST_01160,2025-06-12,North India,Medium,Tech,Paid Ads,1,0,1
CUST_01161,2025-10-01,South India,Small,Tech,Paid Ads,1,0,1
CUST_01162,2024-06-27,International,Small,Tech,Referral,0,0,0
CUST_01163,2024-06-30,International,Medium,Tech,Paid Ads,0,0,0
CUST_01164,2025-10-25,South India,Large,Finance,Organic,1,0,0
CUST_01165,2024-01-25,West India,Medium,Finance,Paid Ads,0,0,0
CUST_01166,2024-06-28,North India,Small,Retail,Referral,1,1,1
CUST_01167,2025-12-10,South India,Medium,Finance,Organic,0,0,1
CUST_01168,2025-05-15,South India,Small,Retail,Referral,0,0,0
CUST_01169,2024-06-09,South India,Medium,Healthcare,Organic,1,0,0
CUST_01170,2024-06-25,South India,Large,Finance,Paid Ads,0,0,0
CUST_01171,2024-10-11,North India,Medium,Retail,Paid Ads,0,0,0
CUST_01172,2024-03-03,South India,Small,Tech,Organic,0,0,1
CUST_01173,2025-10-23,South India,Medium,Tech,Organic,0,0,1
CUST_01174,2025-10-27,North India,Large,Finance,Paid Ads,1,0,0
CUST_01175,2024-06-04,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_01176,2025-04-13,West India,Small,Tech,Paid Ads,0,0,0
CUST_01177,2024-02-18,North India,Small,Retail,Paid Ads,1,1,1
CUST_01178,2024-03-24,North India,Small,Retail,Paid Ads,1,1,0
CUST_01179,2024-12-26,International,Small,Tech,Paid Ads,0,0,0
CUST_01180,2025-11-19,South India,Small,Tech,Organic,1,1,0
CUST_01181,2024-05-27,North India,Small,Tech,Paid Ads,0,1,0
CUST_01182,2025-09-21,South India,Small,Healthcare,Organic,0,0,0
CUST_01183,2024-12-07,West India,Medium,Healthcare,Organic,1,0,1
CUST_01184,2025-04-20,West India,Small,Finance,Referral,1,0,1
CUST_01185,2024-03-03,South India,Large,Retail,Paid Ads,0,0,0
CUST_01186,2025-12-01,North India,Small,Finance,Referral,0,1,0
CUST_01187,2024-12-25,South India,Medium,Finance,Paid Ads,0,0,0
CUST_01188,2025-07-14,International,Small,Retail,Organic,0,0,0
CUST_01189,2024-11-22,South India,Small,Retail,Organic,0,0,0
CUST_01190,2024-05-20,West India,Medium,Retail,Referral,0,0,0
CUST_01191,2024-08-02,South India,Medium,Finance,Paid Ads,0,0,0
CUST_01192,2025-03-10,North India,Medium,Healthcare,Referral,0,0,0
CUST_01193,2025-12-23,International,Medium,Retail,Paid Ads,0,0,1
CUST_01194,2024-11-13,West India,Medium,Tech,Referral,1,0,0
CUST_01195,2024-02-01,South India,Small,Healthcare,Paid Ads,0,0,0
CUST_01196,2025-10-31,North India,Medium,Healthcare,Organic,0,1,0
CUST_01197,2024-10-11,South India,Small,Healthcare,Referral,0,0,0
CUST_01198,2024-10-31,North India,Small,Healthcare,Paid Ads,1,0,1
CUST_01199,2025-03-04,South India,Small,Retail,Paid Ads,1,0,0
CUST_01200,2025-04-21,South India,Small,Finance,Paid Ads,0,0,0
CUST_01201,2024-10-12,North India,Small,Tech,Referral,1,0,0
CUST_01202,2024-05-23,South India,Small,Tech,Organic,0,0,0
CUST_01203,2025-02-27,North India,Medium,Finance,Organic,1,0,1
CUST_01204,2024-01-19,South India,Small,Finance,Paid Ads,1,0,1
CUST_01205,2024-01-18,South India,Large,Healthcare,Referral,1,1,0
CUST_01206,2025-08-12,West India,Small,Retail,Paid Ads,0,0,0
CUST_01207,2025-01-05,South India,Small,Tech,Organic,1,0,1
CUST_01208,2024-06-23,South India,Medium,Healthcare,Paid Ads,1,1,0
CUST_01209,2024-07-12,North India,Large,Healthcare,Paid Ads,0,1,0
CUST_01210,2025-05-16,North India,Medium,Retail,Paid Ads,0,0,0
CUST_01211,2024-04-22,North India,Medium,Tech,Organic,1,0,1
CUST_01212,2024-04-23,South India,Medium,Finance,Organic,0,0,0
CUST_01213,2024-08-09,South India,Medium,Healthcare,Paid Ads,1,1,0
CUST_01214,2025-11-08,West India,Medium,Tech,Referral,1,1,0
CUST_01215,2025-10-05,International,Large,Tech,Paid Ads,0,0,0
CUST_01216,2024-09-20,South India,Small,Healthcare,Organic,1,0,1
CUST_01217,2024-02-24,North India,Large,Tech,Organic,0,0,0
CUST_01218,2025-10-04,South India,Small,Retail,Organic,0,0,0
CUST_01219,2025-04-02,South India,Large,Tech,Paid Ads,1,1,1
CUST_01220,2024-06-10,South India,Small,Retail,Paid Ads,0,0,0
CUST_01221,2025-01-14,North India,Small,Healthcare,Paid Ads,1,0,0
CUST_01222,2024-03-27,South India,Large,Tech,Organic,0,0,0
CUST_01223,2024-02-24,International,Small,Retail,Paid Ads,1,1,0
CUST_01224,2025-04-20,North India,Medium,Retail,Organic,1,1,0
CUST_01225,2024-06-26,South India,Small,Tech,Organic,0,0,0
CUST_01226,2025-01-25,West India,Small,Healthcare,Organic,1,1,1
CUST_01227,2024-12-14,South India,Large,Finance,Paid Ads,0,0,0
CUST_01228,2024-01-08,North India,Small,Finance,Referral,0,0,0
CUST_01229,2024-11-08,South India,Medium,Tech,Organic,0,0,0
CUST_01230,2025-03-18,South India,Small,Tech,Paid Ads,1,0,1
CUST_01231,2024-11-23,South India,Medium,Finance,Paid Ads,0,0,1
CUST_01232,2024-02-23,South India,Medium,Healthcare,Organic,1,0,0
CUST_01233,2024-08-26,South India,Medium,Retail,Paid Ads,0,0,0
CUST_01234,2024-08-16,South India,Large,Finance,Organic,0,0,0
CUST_01235,2025-08-01,International,Small,Healthcare,Paid Ads,1,0,0
CUST_01236,2024-02-20,South India,Medium,Finance,Paid Ads,0,0,0
CUST_01237,2025-08-31,South India,Medium,Healthcare,Paid Ads,0,0,0
CUST_01238,2025-08-26,International,Small,Finance,Paid Ads,1,0,0
CUST_01239,2024-09-20,North India,Medium,Healthcare,Paid Ads,0,0,0
CUST_01240,2025-02-21,North India,Medium,Healthcare,Organic,1,0,0
CUST_01241,2024-04-05,South India,Medium,Healthcare,Referral,0,0,0
CUST_01242,2024-03-28,North India,Small,Retail,Organic,1,1,0
CUST_01243,2024-03-18,South India,Small,Healthcare,Paid Ads,0,0,1
CUST_01244,2024-10-14,North India,Small,Finance,Paid Ads,0,0,0
CUST_01245,2024-04-29,International,Small,Healthcare,Paid Ads,0,0,0
CUST_01246,2025-05-05,North India,Small,Healthcare,Paid Ads,1,0,1
CUST_01247,2025-03-27,South India,Medium,Tech,Referral,0,0,1
CUST_01248,2025-05-14,North India,Small,Healthcare,Organic,1,0,0
CUST_01249,2024-06-13,North India,Large,Healthcare,Paid Ads,0,0,0
CUST_01250,2024-06-30,North India,Medium,Tech,Referral,1,0,1
CUST_01251,2025-04-13,North India,Small,Retail,Organic,0,0,0
CUST_01252,2024-01-07,North India,Small,Healthcare,Paid Ads,1,1,0
CUST_01253,2024-11-25,North India,Medium,Tech,Referral,1,1,0
CUST_01254,2025-11-03,International,Medium,Healthcare,Organic,1,1,0
CUST_01255,2024-05-30,West India,Medium,Retail,Organic,1,1,1
CUST_01256,2024-03-25,South India,Medium,Finance,Organic,1,0,0
CUST_01257,2024-05-26,West India,Small,Healthcare,Referral,0,0,0
CUST_01258,2025-09-15,South India,Small,Finance,Organic,1,1,0
CUST_01259,2025-01-15,West India,Medium,Tech,Organic,1,0,0
CUST_01260,2025-07-01,South India,Small,Healthcare,Referral,1,0,1
CUST_01261,2024-10-11,North India,Small,Tech,Organic,1,1,0
CUST_01262,2025-11-30,West India,Small,Finance,Referral,0,0,0
CUST_01263,2024-03-22,South India,Medium,Healthcare,Paid Ads,0,0,0
